# generated 2017-01-13
#t1	t2	logical	text
MP:0001956	MP:0005426	t	f
MP:0008573	MP:0008574	f	t
MP:0014124	MP:0014125	f	t
MP:0009723	MP:0013529	t	t
MP:0008792	MP:0008791	f	t
MP:0011824	MP:0011825	t	t
MP:0001149	MP:0001940	t	t
MP:0011703	MP:0011704	t	t
MP:0011958	MP:0011957	f	t
MP:0000831	MP:0012092	t	t
MP:0009200	MP:0009202	t	t
MP:0010690	MP:0010689	f	t
MP:0008452	MP:0008453	t	t
MP:0008102	MP:0008101	t	t
MP:0008331	MP:0008332	f	t
MP:0008210	MP:0008211	f	t
MP:0013553	MP:0011986	t	t
MP:0008366	MP:0008321	t	t
MP:0014221	MP:0014222	f	t
MP:0014100	MP:0014101	t	t
MP:0012153	MP:0012154	f	t
MP:0001952	MP:0002335	f	t
MP:0012396	MP:0012395	t	t
MP:0010634	MP:0010394	f	t
MP:0004958	MP:0002774	t	t
MP:0004724	MP:0004725	t	t
MP:0011052	MP:0011053	t	t
MP:0010724	MP:0010725	t	t
MP:0004822	MP:0004821	f	t
MP:0020369	MP:0020385	t	t
MP:0000708	MP:0001823	t	t
MP:0004931	MP:0004930	t	t
MP:0013640	MP:0013639	f	t
MP:0000588	MP:0000589	t	t
MP:0009068	MP:0009070	t	t
MP:0010506	MP:0010507	f	t
MP:0013409	MP:0013410	t	t
MP:0012140	MP:0000784	t	t
MP:0011559	MP:0011560	t	t
MP:0002032	MP:0012415	f	t
MP:0009673	MP:0009674	f	t
MP:0005440	MP:0005439	t	t
MP:0009432	MP:0009431	t	t
MP:0013593	MP:0013592	t	t
MP:0009456	MP:0009455	t	f
MP:0003528	MP:0003527	t	t
MP:0011692	MP:0000167	t	t
MP:0009347	MP:0009346	t	t
MP:0003887	MP:0008891	t	t
MP:0011076	MP:0011077	f	t
MP:0000709	MP:0000706	t	t
MP:0001254	MP:0001255	t	t
MP:0001363	MP:0001364	t	t
MP:0003203	MP:0003204	t	t
MP:0006087	MP:0006086	f	t
MP:0009791	MP:0009790	f	t
MP:0011819	MP:0011820	t	t
MP:0008483	MP:0008484	t	t
MP:0008132	MP:0008133	t	t
MP:0008362	MP:0008363	t	t
MP:0011962	MP:0005543	t	t
MP:0009233	MP:0009235	f	t
MP:0000328	MP:0000339	t	t
MP:0012657	MP:0012654	f	t
MP:0013648	MP:0013649	f	t
MP:0004401	MP:0004402	t	t
MP:0012632	MP:0012631	f	t
MP:0012764	MP:0012765	t	t
MP:0012059	MP:0000761	t	t
MP:0014171	MP:0014172	t	t
MP:0004316	MP:0004317	t	t
MP:0003819	MP:0003821	t	t
MP:0013590	MP:0013588	t	t
MP:0014074	MP:0014075	t	t
MP:0004909	MP:0004910	t	t
MP:0000575	MP:0020221	t	t
MP:0001200	MP:0001199	t	t
MP:0009738	MP:0000664	f	t
MP:0004644	MP:0004645	t	t
MP:0002562	MP:0002563	t	t
MP:0002320	MP:0002321	t	t
MP:0004886	MP:0004887	t	t
MP:0012437	MP:0012438	f	t
MP:0009113	MP:0009114	t	t
MP:0010463	MP:0010574	f	t
MP:0011893	MP:0011894	f	t
MP:0009355	MP:0009356	t	t
MP:0012329	MP:0012328	f	t
MP:0008591	MP:0008592	t	t
MP:0011578	MP:0011579	t	t
MP:0005613	MP:0005612	t	t
MP:0013191	MP:0013192	t	t
MP:0009476	MP:0009477	t	t
MP:0020039	MP:0020040	t	t
MP:0009322	MP:0009341	t	t
MP:0008159	MP:0008153	t	t
MP:0002781	MP:0002780	t	t
MP:0009138	MP:0009137	t	t
MP:0000730	MP:0003833	t	t
MP:0009118	MP:0009133	t	t
MP:0008014	MP:0010267	f	t
MP:0005355	MP:0002951	t	t
MP:0005527	MP:0005528	t	t
MP:0004882	MP:0003641	t	t
MP:0012150	MP:0012149	f	t
MP:0003468	MP:0003469	t	t
MP:0003239	MP:0003238	t	f
MP:0003347	MP:0003348	t	t
MP:0009559	MP:0000711	t	t
MP:0004348	MP:0003109	t	t
MP:0003432	MP:0003433	t	t
MP:0013769	MP:0013768	f	t
MP:0010320	MP:0012439	f	t
MP:0012645	MP:0012644	t	t
MP:0013418	MP:0013417	f	t
MP:0014097	MP:0014098	f	t
MP:0008167	MP:0008168	f	t
MP:0010378	MP:0010379	f	t
MP:0012742	MP:0012741	t	t
MP:0014183	MP:0014182	t	t
MP:0004327	MP:0004328	t	t
MP:0005564	MP:0002874	t	t
MP:0004984	MP:0004985	t	t
MP:0002959	MP:0002960	f	t
MP:0004875	MP:0004876	t	t
MP:0013623	MP:0013624	t	t
MP:0013756	MP:0013757	t	t
MP:0004851	MP:0004852	t	t
MP:0011543	MP:0011544	t	t
MP:0011652	MP:0011653	t	t
MP:0008158	MP:0008152	t	t
MP:0008481	MP:0008482	t	t
MP:0005601	MP:0005602	t	t
MP:0000879	MP:0000880	t	t
MP:0009453	MP:0009454	t	f
MP:0005625	MP:0005626	f	t
MP:0012339	MP:0005628	f	t
MP:0009599	MP:0009598	t	t
MP:0009017	MP:0009018	f	t
MP:0005516	MP:0005517	t	t
MP:0001264	MP:0001265	t	t
MP:0002983	MP:0006309	t	t
MP:0008485	MP:0008486	f	t
MP:0009461	MP:0009462	t	t
MP:0013612	MP:0004652	t	t
MP:0011217	MP:0011218	t	t
MP:0000642	MP:0002768	t	t
MP:0008340	MP:0008341	t	t
MP:0010135	MP:0010136	t	t
MP:0012633	MP:0012634	f	t
MP:0010123	MP:0010124	f	t
MP:0008777	MP:0010757	f	t
MP:0001405	MP:0003858	t	f
MP:0010027	MP:0010026	t	t
MP:0012622	MP:0012621	f	t
MP:0010692	MP:0010693	f	t
MP:0008002	MP:0008001	t	t
MP:0009078	MP:0000640	t	t
MP:0008388	MP:0008389	f	t
MP:0014161	MP:0014162	f	t
MP:0008000	MP:0012433	f	t
MP:0008629	MP:0008630	t	t
MP:0014173	MP:0014174	t	t
MP:0002871	MP:0005540	f	t
MP:0008810	MP:0004151	t	t
MP:0004997	MP:0004998	t	t
MP:0004767	MP:0004417	f	t
MP:0001906	MP:0005643	t	t
MP:0000066	MP:0000067	t	f
MP:0004973	MP:0004974	t	t
MP:0000789	MP:0006254	t	f
MP:0004731	MP:0004732	t	t
MP:0008499	MP:0008495	f	t
MP:0013723	MP:0013724	t	t
MP:0004961	MP:0004962	t	t
MP:0005491	MP:0009169	t	t
MP:0003154	MP:0003756	f	t
MP:0011533	MP:0011532	f	t
MP:0005111	MP:0011737	f	t
MP:0009014	MP:0009015	f	t
MP:0009583	MP:0009584	t	t
MP:0011520	MP:0011521	t	t
MP:0008690	MP:0008691	t	t
MP:0020318	MP:0020319	t	t
MP:0011435	MP:0011436	t	t
MP:0005615	MP:0005614	t	t
MP:0004000	MP:0003999	t	f
MP:0009739	MP:0009740	t	t
MP:0001554	MP:0002702	t	t
MP:0013591	MP:0013589	t	t
MP:0008979	MP:0008980	t	t
MP:0002026	MP:0011995	t	t
MP:0011449	MP:0011448	t	t
MP:0002813	MP:0000248	t	t
MP:0003443	MP:0003442	t	t
MP:0003213	MP:0003212	f	t
MP:0008593	MP:0008594	t	t
MP:0008121	MP:0008122	t	t
MP:0013517	MP:0013516	f	t
MP:0013625	MP:0013626	f	t
MP:0013504	MP:0013505	t	t
MP:0013758	MP:0013759	t	t
MP:0013637	MP:0013638	f	t
MP:0008254	MP:0008255	t	t
MP:0011599	MP:0011600	t	t
MP:0010570	MP:0010571	f	t
MP:0005182	MP:0005181	t	t
MP:0012447	MP:0006099	t	t
MP:0010243	MP:0010244	t	t
MP:0005490	MP:0010949	f	t
MP:0003588	MP:0003586	f	t
MP:0012767	MP:0012768	f	t
MP:0002499	MP:0002498	f	t
MP:0008809	MP:0008808	t	t
MP:0008350	MP:0008351	t	t
MP:0009124	MP:0009125	t	t
MP:0011630	MP:0011631	t	t
MP:0004499	MP:0004502	f	t
MP:0005122	MP:0005119	t	t
MP:0008199	MP:0008200	f	t
MP:0010058	MP:0002741	t	t
MP:0011896	MP:0011897	f	t
MP:0010301	MP:0010270	f	t
MP:0005627	MP:0005628	t	t
MP:0002681	MP:0002680	t	t
MP:0000061	MP:0009878	f	t
MP:0020300	MP:0020301	t	t
MP:0003645	MP:0003339	t	t
MP:0009580	MP:0009581	t	t
MP:0011546	MP:0011547	t	t
MP:0003982	MP:0003983	t	t
MP:0003522	MP:0003523	t	t
MP:0009241	MP:0009242	t	t
MP:0001488	MP:0001489	t	t
MP:0013955	MP:0013956	t	t
MP:0012190	MP:0012191	t	t
MP:0010024	MP:0010025	f	t
MP:0008925	MP:0008924	f	t
MP:0012720	MP:0012721	f	t
MP:0004501	MP:0004504	f	t
MP:0002814	MP:0005562	f	t
MP:0010133	MP:0010134	t	t
MP:0010375	MP:0010376	t	t
MP:0012479	MP:0012480	t	t
MP:0011380	MP:0013227	t	t
MP:0002079	MP:0002727	t	t
MP:0000351	MP:0000352	t	t
MP:0008491	MP:0006408	t	t
MP:0011537	MP:0011424	t	t
MP:0003039	MP:0003040	f	t
MP:0012648	MP:0012647	f	t
MP:0009121	MP:0009122	t	t
MP:0011813	MP:0000097	t	t
MP:0005669	MP:0005668	t	t
MP:0011269	MP:0011270	f	t
MP:0009749	MP:0009750	t	f
MP:0014041	MP:0014043	f	t
MP:0005317	MP:0005318	t	t
MP:0002220	MP:0000687	t	t
MP:0020105	MP:0020106	f	t
MP:0020312	MP:0020311	t	t
MP:0002879	MP:0004587	t	t
MP:0003545	MP:0003546	t	t
MP:0001441	MP:0001442	t	t
MP:0011536	MP:0011535	t	t
MP:0008394	MP:0008392	t	t
MP:0011909	MP:0011910	t	t
MP:0003599	MP:0005188	t	t
MP:0005258	MP:0005260	t	t
MP:0008608	MP:0008609	t	t
MP:0010168	MP:0010169	f	t
MP:0008947	MP:0008948	f	t
MP:0002007	MP:0003207	t	t
MP:0010035	MP:0010036	t	t
MP:0012613	MP:0012612	f	t
MP:0013615	MP:0013616	f	t
MP:0013627	MP:0013628	f	t
MP:0004500	MP:0004503	f	t
MP:0008705	MP:0008706	t	t
MP:0008078	MP:0008079	t	t
MP:0004809	MP:0004810	t	t
MP:0014150	MP:0014151	t	t
MP:0000691	MP:0000692	t	t
MP:0001196	MP:0003717	t	f
MP:0002953	MP:0000280	t	t
MP:0001354	MP:0003862	t	t
MP:0001353	MP:0003863	t	t
MP:0000275	MP:0002740	t	t
MP:0008151	MP:0008150	t	t
MP:0001750	MP:0002790	t	t
MP:0012625	MP:0012624	t	t
MP:0012637	MP:0012636	t	t
MP:0009794	MP:0013193	t	t
MP:0004980	MP:0004981	t	t
MP:0009907	MP:0009906	t	t
MP:0004992	MP:0004993	t	t
MP:0011741	MP:0011742	t	t
MP:0011524	MP:0011523	t	t
MP:0009110	MP:0009111	t	t
MP:0005633	MP:0005634	t	t
MP:0011886	MP:0011887	f	t
MP:0010934	MP:0008844	f	t
MP:0014040	MP:0014042	f	t
MP:0011971	MP:0011972	f	t
MP:0001148	MP:0001147	t	t
MP:0006350	MP:0006349	t	t
MP:0003217	MP:0003218	f	t
MP:0001245	MP:0001244	t	t
MP:0003808	MP:0000301	t	t
MP:0003765	MP:0003760	t	t
MP:0020108	MP:0020109	f	t
MP:0004260	MP:0004259	t	t
MP:0010471	MP:0010470	f	t
MP:0009130	MP:0009131	f	t
MP:0013957	MP:0013958	t	t
MP:0003867	MP:0012311	f	t
MP:0003774	MP:0003775	t	t
MP:0008910	MP:0000132	t	f
MP:0011427	MP:0011428	f	t
MP:0005091	MP:0005092	t	t
MP:0008806	MP:0008805	f	t
MP:0001846	MP:0001876	t	t
MP:0008034	MP:0008033	t	t
MP:0012602	MP:0012601	f	t
MP:0008939	MP:0008938	t	t
MP:0002599	MP:0008935	f	t
MP:0003980	MP:0003981	t	t
MP:0012071	MP:0012072	f	t
MP:0010131	MP:0010132	t	t
MP:0012095	MP:0012096	f	t
MP:0012469	MP:0012470	t	t
MP:0010264	MP:0010265	f	t
MP:0004556	MP:0004559	t	t
MP:0005425	MP:0003884	t	t
MP:0005599	MP:0005140	t	t
MP:0002565	MP:0002564	f	t
MP:0001013	MP:0001015	t	t
MP:0010915	MP:0010916	t	t
MP:0008708	MP:0008709	t	t
MP:0004751	MP:0004752	f	t
MP:0005610	MP:0005611	t	t
MP:0009288	MP:0009289	t	t
MP:0000659	MP:0005147	t	t
MP:0009167	MP:0009168	f	t
MP:0011730	MP:0011731	t	t
MP:0020050	MP:0020049	f	t
MP:0011501	MP:0011500	f	t
MP:0013412	MP:0008119	t	t
MP:0002906	MP:0002887	t	t
MP:0005658	MP:0005659	f	t
MP:0002626	MP:0005333	t	t
MP:0008019	MP:0010266	f	t
MP:0005525	MP:0005526	t	t
MP:0020315	MP:0020314	t	t
MP:0020302	MP:0020303	t	t
MP:0020217	MP:0020216	f	t
MP:0020229	MP:0020228	t	t
MP:0010946	MP:0001956	f	t
MP:0001257	MP:0001258	t	t
MP:0008044	MP:0008045	t	t
MP:0012193	MP:0012194	t	t
MP:0008177	MP:0008178	t	t
MP:0013617	MP:0013618	f	t
MP:0000636	MP:0005361	t	t
MP:0010166	MP:0010167	f	t
MP:0010045	MP:0010046	t	t
MP:0005019	MP:0005020	f	t
MP:0012627	MP:0012626	f	t
MP:0012639	MP:0012638	f	t
MP:0005480	MP:0005479	t	t
MP:0010926	MP:0010927	t	t
MP:0011080	MP:0011081	t	t
MP:0013920	MP:0013921	t	t
MP:0002676	MP:0001121	t	t
MP:0009011	MP:0009012	f	t
MP:0011139	MP:0011140	t	t
MP:0010293	MP:0012422	f	t
MP:0011368	MP:0011371	t	t
MP:0005192	MP:0000939	t	t
MP:0012333	MP:0012332	f	t
MP:0012212	MP:0012211	f	t
MP:0009371	MP:0009370	t	t
MP:0006144	MP:0006264	t	t
MP:0012139	MP:0012138	t	t
MP:0003352	MP:0003353	t	t
MP:0009397	MP:0001713	t	t
MP:0008617	MP:0008618	t	t
MP:0008605	MP:0008606	t	t
MP:0012599	MP:0012598	t	t
MP:0012477	MP:0012478	t	t
MP:0004127	MP:0004126	t	t
MP:0003341	MP:0003340	f	t
MP:0011906	MP:0011907	t	t
MP:0008702	MP:0008703	t	t
MP:0012465	MP:0012466	t	t
MP:0012575	MP:0012574	f	t
MP:0010281	MP:0012423	f	t
MP:0010872	MP:0010873	t	t
MP:0020411	MP:0008853	f	t
MP:0008914	MP:0000852	t	t
MP:0010077	MP:0013437	t	t
MP:0010919	MP:0010920	t	t
MP:0009816	MP:0009817	t	t
MP:0013689	MP:0013688	f	t
MP:0011153	MP:0012446	t	t
MP:0011400	MP:0010831	f	t
MP:0011154	MP:0012445	t	t
MP:0013662	MP:0010373	t	f
MP:0008086	MP:0008087	f	t
MP:0020062	MP:0020061	f	t
MP:0012610	MP:0012609	f	t
MP:0002712	MP:0002696	t	t
MP:0008074	MP:0008075	t	t
MP:0005665	MP:0005664	t	t
MP:0005458	MP:0005459	f	t
MP:0003025	MP:0003026	t	t
MP:0003906	MP:0003907	t	t
MP:0002496	MP:0002491	t	t
MP:0003037	MP:0003038	t	t
MP:0008490	MP:0000964	t	t
MP:0009286	MP:0009287	t	t
MP:0011099	MP:0011109	f	t
MP:0005568	MP:0005567	t	t
MP:0009925	MP:0009926	t	t
MP:0009298	MP:0009299	t	t
MP:0009310	MP:0009309	f	t
MP:0011473	MP:0011474	t	t
MP:0013883	MP:0013882	f	t
MP:0002590	MP:0002591	t	t
MP:0010656	MP:0002652	f	t
MP:0012200	MP:0012201	t	t
MP:0014207	MP:0014208	f	t
MP:0012345	MP:0012346	f	t
MP:0010160	MP:0009808	f	t
MP:0009141	MP:0009142	t	t
MP:0009048	MP:0006105	t	t
MP:0003133	MP:0003134	f	t
MP:0008508	MP:0008507	t	t
MP:0005344	MP:0005635	t	t
MP:0002901	MP:0002902	t	t
MP:0003472	MP:0003473	f	t
MP:0012588	MP:0012587	f	t
MP:0004593	MP:0000088	t	t
MP:0012401	MP:0012399	f	t
MP:0010895	MP:0010896	f	t
MP:0008943	MP:0008944	f	t
MP:0012563	MP:0012564	f	t
MP:0010992	MP:0010993	f	t
MP:0012781	MP:0012782	f	t
MP:0010750	MP:0010751	f	t
MP:0012794	MP:0012793	t	t
MP:0008955	MP:0008956	f	t
MP:0010280	MP:0012426	f	t
MP:0001762	MP:0003620	t	t
MP:0013651	MP:0013652	f	t
MP:0013676	MP:0013675	f	t
MP:0012043	MP:0012429	f	t
MP:0013457	MP:0013458	t	t
MP:0005641	MP:0005642	t	t
MP:0008097	MP:0008098	t	t
MP:0004564	MP:0004565	t	t
MP:0020085	MP:0020084	f	t
MP:0020096	MP:0020097	f	t
MP:0003917	MP:0003918	t	t
MP:0005600	MP:0005598	t	t
MP:0009057	MP:0009058	t	t
MP:0004794	MP:0004795	f	t
MP:0001934	MP:0001935	f	t
MP:0011147	MP:0011148	t	t
MP:0009155	MP:0009154	t	t
MP:0009020	MP:0009047	f	t
MP:0011462	MP:0011463	t	t
MP:0011111	MP:0011112	f	t
MP:0000182	MP:0000183	t	t
MP:0020120	MP:0020119	f	t
MP:0000194	MP:0000195	t	t
MP:0011220	MP:0011221	f	t
MP:0012323	MP:0012322	f	t
MP:0008669	MP:0008670	t	t
MP:0012335	MP:0012334	t	t
MP:0012214	MP:0012213	f	t
MP:0012226	MP:0012225	t	t
MP:0012359	MP:0012358	f	t
MP:0009271	MP:0009272	t	t
MP:0012116	MP:0012117	t	t
MP:0010742	MP:0001107	f	t
MP:0008728	MP:0008729	t	t
MP:0012467	MP:0012468	t	t
MP:0003350	MP:0003351	t	t
MP:0008837	MP:0008838	t	t
MP:0011812	MP:0011862	t	t
MP:0011016	MP:0011014	f	t
MP:0003362	MP:0003363	f	t
MP:0012455	MP:0012456	t	t
MP:0008718	MP:0008715	f	t
MP:0010676	MP:0010677	t	t
MP:0002981	MP:0003402	t	t
MP:0012662	MP:0012661	f	t
MP:0000482	MP:0002765	t	t
MP:0013630	MP:0013631	t	t
MP:0009814	MP:0009815	t	t
MP:0013763	MP:0013764	t	t
MP:0011089	MP:0011090	f	t
MP:0010274	MP:0010282	f	t
MP:0010273	MP:0010283	f	t
MP:0013765	MP:0006226	t	t
MP:0013546	MP:0013545	f	t
MP:0013654	MP:0013655	f	t
MP:0010929	MP:0010930	t	t
MP:0013667	MP:0013666	t	t
MP:0008282	MP:0008283	t	t
MP:0005630	MP:0005631	t	t
MP:0013679	MP:0013678	f	t
MP:0010229	MP:0010228	t	t
MP:0009285	MP:0009283	t	t
MP:0008173	MP:0008174	t	t
MP:0005533	MP:0005534	t	t
MP:0004892	MP:0004893	t	t
MP:0003928	MP:0003929	t	t
MP:0000505	MP:0000503	t	f
MP:0011136	MP:0011137	f	t
MP:0005557	MP:0005558	f	t
MP:0020087	MP:0020088	f	t
MP:0011124	MP:0011125	t	t
MP:0009067	MP:0009066	t	t
MP:0011451	MP:0011452	f	t
MP:0011596	MP:0011597	t	t
MP:0009911	MP:0009912	f	t
MP:0011584	MP:0011585	t	t
MP:0020219	MP:0020220	f	t
MP:0003721	MP:0003447	t	t
MP:0003529	MP:0003530	t	t
MP:0001433	MP:0011940	f	t
MP:0013446	MP:0013448	t	t
MP:0009395	MP:0012398	f	t
MP:0009296	MP:0009297	t	t
MP:0006296	MP:0002544	t	f
MP:0001281	MP:0001282	t	t
MP:0020293	MP:0020292	f	t
MP:0003482	MP:0003483	f	t
MP:0011017	MP:0011015	f	t
MP:0012578	MP:0012577	f	t
MP:0020280	MP:0020281	t	t
MP:0000005	MP:0001780	t	t
MP:0003373	MP:0003374	t	t
MP:0012698	MP:0012699	f	t
MP:0012554	MP:0012553	f	t
MP:0010291	MP:0012419	f	t
MP:0002839	MP:0002838	f	t
MP:0001559	MP:0000189	t	t
MP:0013641	MP:0013642	f	t
MP:0013775	MP:0013774	f	t
MP:0013436	MP:0013435	t	t
MP:0013424	MP:0013423	f	t
MP:0013302	MP:0013303	t	t
MP:0003022	MP:0003023	f	t
MP:0003034	MP:0003035	t	t
MP:0005522	MP:0005523	t	t
MP:0003058	MP:0003059	t	t
MP:0005655	MP:0005656	t	t
MP:0009176	MP:0009177	f	t
MP:0002176	MP:0002175	t	t
MP:0009430	MP:0009429	t	t
MP:0020242	MP:0002772	t	f
MP:0011440	MP:0011441	t	t
MP:0011344	MP:0011343	f	t
MP:0003903	MP:0003904	t	t
MP:0003915	MP:0003916	t	t
MP:0009394	MP:0008876	t	t
MP:0012337	MP:0012336	t	t
MP:0012349	MP:0012348	f	t
MP:0003465	MP:0003466	t	t
MP:0012228	MP:0012227	t	t
MP:0012457	MP:0012458	f	t
MP:0012567	MP:0012566	f	t
MP:0008186	MP:0008208	f	t
MP:0004227	MP:0004228	t	t
MP:0010553	MP:0010554	f	t
MP:0001523	MP:0002863	t	f
MP:0010674	MP:0010675	t	t
MP:0008735	MP:0008734	f	t
MP:0001745	MP:0002665	t	t
MP:0011409	MP:0011859	f	t
MP:0008082	MP:0008083	f	t
MP:0013620	MP:0013621	t	t
MP:0005673	MP:0005672	f	t
MP:0010226	MP:0010227	t	t
MP:0013632	MP:0013633	f	t
MP:0009606	MP:0009607	f	t
MP:0020094	MP:0020093	f	t
MP:0010238	MP:0010239	t	t
MP:0001152	MP:0005536	t	t
MP:0013547	MP:0013548	f	t
MP:0005575	MP:0005576	f	t
MP:0013427	MP:0013426	f	t
MP:0000219	MP:0000222	t	t
MP:0013415	MP:0013414	t	t
MP:0020309	MP:0020308	t	t
MP:0010295	MP:0012418	f	t
MP:0008517	MP:0008515	t	t
MP:0020020	MP:0020019	t	t
MP:0012412	MP:0012430	f	t
MP:0002494	MP:0001806	t	t
MP:0000652	MP:0012725	t	t
MP:0010069	MP:0010070	t	t
MP:0011949	MP:0011950	f	t
MP:0008963	MP:0008964	f	t
MP:0008406	MP:0008407	t	t
MP:0005154	MP:0005093	t	t
MP:0003367	MP:0003368	t	t
MP:0009185	MP:0009186	t	t
MP:0012326	MP:0012325	f	t
MP:0000324	MP:0000336	t	t
MP:0003222	MP:0003223	t	t
MP:0009294	MP:0009295	t	t
MP:0012217	MP:0012216	f	t
MP:0003441	MP:0003440	t	t
MP:0008055	MP:0002988	t	t
MP:0012555	MP:0012556	t	t
MP:0012786	MP:0012785	t	t
MP:0004335	MP:0004336	t	t
MP:0000679	MP:0000683	f	t
MP:0012798	MP:0012797	t	t
MP:0001748	MP:0002664	t	t
MP:0006218	MP:0006217	t	t
MP:0010829	MP:0010830	t	t
MP:0013511	MP:0013510	f	t
MP:0005662	MP:0005661	t	t
MP:0002881	MP:0000417	t	t
MP:0013644	MP:0013643	f	t
MP:0013523	MP:0013522	f	t
MP:0008951	MP:0004355	t	t
MP:0009516	MP:0000618	t	t
MP:0011587	MP:0011588	t	t
MP:0005129	MP:0005128	t	t
MP:0011466	MP:0011467	f	t
MP:0011236	MP:0011237	f	t
MP:0002461	MP:0002460	t	t
MP:0002593	MP:0002594	f	t
MP:0003016	MP:0003017	t	t
MP:0011890	MP:0011891	f	t
MP:0013886	MP:0013885	f	t
MP:0002495	MP:0001807	t	t
MP:0012665	MP:0012663	f	t
MP:0000381	MP:0000380	t	t
MP:0003135	MP:0008973	t	t
MP:0011563	MP:0011564	t	t
MP:0009922	MP:0009923	t	t
MP:0004202	MP:0001178	t	t
MP:0004147	MP:0011990	t	t
MP:0000321	MP:0000333	f	t
MP:0009721	MP:0013715	t	t
MP:0006321	MP:0004567	t	t
MP:0001759	MP:0003870	t	t
MP:0003475	MP:0003476	f	t
MP:0011128	MP:0011129	t	t
MP:0003487	MP:0003488	f	t
MP:0003112	MP:0003113	t	t
MP:0011861	MP:0008525	t	t
MP:0010289	MP:0012427	f	t
MP:0010672	MP:0010673	t	t
MP:0010401	MP:0010399	t	t
MP:0012436	MP:0012435	f	t
MP:0012655	MP:0012652	f	t
MP:0010104	MP:0010103	t	t
MP:0013307	MP:0013308	t	t
MP:0010891	MP:0010890	t	t
MP:0001297	MP:0001296	t	t
MP:0000008	MP:0001783	t	t
MP:0010588	MP:0010587	t	t
MP:0012642	MP:0012641	f	t
MP:0008821	MP:0008822	t	t
MP:0002904	MP:0002905	t	t
MP:0012049	MP:0012050	f	t
MP:0001272	MP:0001273	f	t
MP:0002916	MP:0002917	f	t
MP:0012675	MP:0000927	t	t
MP:0008181	MP:0008182	t	t
MP:0009604	MP:0009605	f	t
MP:0013501	MP:0013502	t	t
MP:0020193	MP:0020192	f	t
MP:0010127	MP:0010128	t	t
MP:0020072	MP:0020071	f	t
MP:0013526	MP:0013525	f	t
MP:0002869	MP:0002870	f	t
MP:0012810	MP:0012809	t	t
MP:0013405	MP:0013404	t	t
MP:0013634	MP:0013635	f	t
MP:0005553	MP:0005554	t	t
MP:0013514	MP:0013513	f	t
MP:0012108	MP:0012109	f	t
MP:0005407	MP:0003043	t	t
MP:0005117	MP:0005118	f	t
MP:0005565	MP:0005566	t	t
MP:0012666	MP:0012664	f	t
MP:0009810	MP:0011424	f	t
MP:0011431	MP:0011432	f	t
MP:0011540	MP:0011541	t	t
MP:0000062	MP:0000063	f	t
MP:0009171	MP:0009172	t	t
MP:0003509	MP:0003510	t	t
MP:0011939	MP:0011940	f	t
MP:0009292	MP:0009293	t	t
MP:0020161	MP:0020316	t	t
MP:0000714	MP:0000715	t	t
MP:0008409	MP:0008408	f	t
MP:0005343	MP:0005632	f	t
MP:0000322	MP:0000334	t	t
MP:0010815	MP:0010889	f	t
MP:0006143	MP:0006263	t	t
MP:0003498	MP:0003499	t	f
MP:0012558	MP:0012557	f	t
MP:0010400	MP:0010398	t	t
MP:0008638	MP:0008639	t	t
MP:0010247	MP:0010248	t	t
MP:0012656	MP:0012653	f	t
MP:0000274	MP:0002188	t	t
MP:0008626	MP:0008627	t	t
MP:0014192	MP:0014193	f	t
MP:0006413	MP:0006414	t	t
MP:0008614	MP:0008615	t	t
MP:0014071	MP:0014072	t	t
MP:0002809	MP:0000956	t	t
MP:0008602	MP:0008603	t	t
MP:0008711	MP:0008712	t	t
MP:0012390	MP:0012389	t	t
MP:0006316	MP:0006317	t	t
MP:0009702	MP:0009703	f	t
MP:0009715	MP:0009714	t	t
MP:0005289	MP:0005290	f	t
MP:0000218	MP:0000221	t	t
MP:0009618	MP:0009617	t	t
MP:0020082	MP:0020083	f	t
MP:0013645	MP:0013646	f	t
MP:0005531	MP:0005530	t	t
MP:0011214	MP:0011215	t	t
MP:0012206	MP:0012207	f	t
MP:0011553	MP:0011554	t	t
MP:0011686	MP:0011687	t	t
MP:0012219	MP:0012218	f	t
MP:0005433	MP:0005434	f	t
MP:0004671	MP:0004672	t	t
MP:0001912	MP:0001913	t	t
MP:0002497	MP:0002492	t	t
MP:0002493	MP:0001805	t	t
MP:0001260	MP:0001262	t	t
